codeAiot,id_icpe,raisonSociale,libelle_complet,numeroSiret,adresse1,adresse2,adresse3,codePostal,codeInsee,commune,nom_commune,epci_siren,epci_nom,longitude,latitude,regimeVigueur,statutSeveso,prioriteNationale,ied,url,audit_class,audit_group,forward_distance_m,forward_score,forward_type,forward_label,forward_citycode,forward_lat,forward_lon,forward_error,reverse_citycode,reverse_label,pip_in_commune,sentinel_flags,stored_in_reserve,geocoded_in_reserve,stored_reserve_distance_m,geocoded_reserve_distance_m,reserve_ambiguous,reserve_boundary_proximity
0053315331,53315331,LA HAUTE COUTURE DU VIN BY JEAN GUYON,LA HAUTE COUTURE DU VIN BY JEAN GUYON,35256551900050,"18, ROUTE DE BY",,,33340,33038,Bégadan,Bégadan,200069995,CC Médoc Coeur de Presqu'île,-0.866927,45.373511,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053315331,minor,petit,60.873731,0.948155,housenumber,18 Route de By 33340 Bégadan,33038,45.37371,-0.866201,,33038,12 Route de By 33340 Bégadan,TRUE,,none,none,6183524.766332,6183468.125002,FALSE,FALSE
0005208943,5208943,SOCIETE COOPERATIVE DE VINIFICATION,SOCIETE COOPERATIVE DE VINIFICATION,,,,,33220,33242,Les Lèves-et-Thoumeyragues,Les Lèves-et-Thoumeyragues,243301371,CC du Pays Foyen,0.191354,44.774144,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208943,address_imprecise,grand,2517.084839,0.7,locality,"[OPENCAGE] 33220 Les Lèves-et-Thoumeyragues, France",,44.79275,0.173189,,,,TRUE,,none,none,6059973.808999,6062479.828449,FALSE,FALSE
0005207770,5207770,CANTE Jean-Pierre,CANTE Jean-Pierre,,lieu-dit Moras,,,33650,33213,La Brède,La Brède,243301264,CC de Montesquieu,-0.554849,44.682768,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207770,minor,petit,63.919954,0.5,street,"[OPENCAGE] Impasse Moras, 33650 La Brède, France",,44.682432,-0.554193,,33213,18 Avenue Adolphe Demons 33650 La Brède,TRUE,,none,none,6123392.847816,6123317.7754,FALSE,FALSE
0005211648,5211648,MARTAS (SA),MARTAS (SA),34509726500010,6 avenue du Colonel Bourgoing,,,33127,33273,Martignas-sur-Jalle,Martignas-sur-Jalle,243300316,Bordeaux Métropole,-0.780743,44.844881,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211648,severe,grand,926.988744,0.757688,housenumber,6 Avenue du Colonel Pierre Bourgoin 33127 Martignas-sur-Jalle,33273,44.842274,-0.769575,,33273,10 Impasse les Ménestrels 33127 Martignas-sur-Jalle,TRUE,duplicate_coords,none,none,6151375.614398,6150240.116288,FALSE,FALSE
0005214233,5214233,SAR OCEAN (a supprimer),SAR OCEAN (a supprimer),,,,,33130,33039,Bègles,Bègles,243300316,Bordeaux Métropole,-0.534353,44.811027,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005214233,address_imprecise,grand,1472.960662,0.7,locality,"[OPENCAGE] 33130 Bègles, France",,44.80295,-0.549151,,33039,281 Rue des Quatre Castera 33130 Bègles,TRUE,,none,none,6127423.741955,6128396.457173,FALSE,FALSE
0053315879,53315879,SOCIETE CIVILE DU CHATEAU LESTAGE,SOCIETE CIVILE DU CHATEAU LESTAGE,32262248100016,CHATEAU LESTAGE,FONREAUD,,33480,33248,Listrac-Médoc,Listrac-Médoc,243301389,CC Médullienne,-0.817041,45.075158,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053315879,very_severe,grand,2562.390406,0.946484,street,Château Lestage 33480 Listrac-Médoc,33248,45.063361,-0.789012,,33248,57 Chemin de Caguelebre 33480 Listrac-Médoc,TRUE,duplicate_coords,none,none,6165250.56648,6162161.949364,FALSE,FALSE
0003102095,3102095,SCEA DES VIGNOBLES GASSIES GAUTEY,SCEA DES VIGNOBLES GASSIES GAUTEY,35171958800011,LIEU DIT LE MASSON,,,33420,33298,Moulon,Moulon,200070092,CA du Libournais,-0.223545,44.862508,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003102095,very_severe,grand,3244.621485,0.459467,street,Le Masson 33420 Moulon,33298,44.833334,-0.22435,,,,TRUE,duplicate_coords,none,none,6101606.22328,6100330.162166,FALSE,FALSE
0005211986,5211986,EARL DES VIGNOBLES ZAUSA,EARL DES VIGNOBLES ZAUSA,35183561600019,CHATEAU POUYANNE,,,33720,33076,Budos,Budos,200069581,CC Convergence Garonne,-0.392157,44.533269,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211986,address_unresolvable_commune_ok,petit,1420.949583,0.359282,street,Impasse Pouyanne 33720 Budos,33076,44.53509,-0.409901,,33076,33 Route de Saint-Pierre 33720 Budos,TRUE,,none,none,6101737.357303,6103434.370372,FALSE,FALSE
0100296986,100296986,MERIGNAC CENTRE ENERGIES - Réseau de chaleur de Mérignac Centre Energies,MERIGNAC CENTRE ENERGIES — Réseau de chaleur de Mérignac Centre Energies,89322383400019,AVENUE DU TRUC,,,33700,33281,Mérignac,Mérignac,243300316,Bordeaux Métropole,-0.651539,44.847588,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100296986,suspicious,petit,374.647856,0.977374,street,Avenue du Truc 33700 Mérignac,33281,44.849282,-0.655647,,33281,60 Avenue du Truc 33700 Mérignac,TRUE,,none,none,6139751.674642,6140202.858853,FALSE,FALSE
0005208292,5208292,LAFARGE GRANULATS (LG) - IC,LAFARGE GRANULATS (LG) — IC — Le Fieu,56211088201575,Jard des Porchères,,,33230,33166,Le Fieu,Le Fieu,200070092,CA du Libournais,-0.04634,45.042053,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208292,minor,petit,84.186493,0.935533,street,Jard des Porcheres 33230 Le Fieu,33166,45.041347,-0.045953,,33166,Jard des Porcheres 33230 Le Fieu,TRUE,,none,none,6093902.267531,6093834.482176,FALSE,FALSE
0005211060,5211060,FACEO FM,FACEO FM,33860698100268,25 Avenue Eiffel,,,33600,33318,Pessac,Pessac,243300316,Bordeaux Métropole,-0.673075,44.792177,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211060,very_severe,grand,2141.112201,0.656441,housenumber,25 Avenue Gustave Eiffel 33600 Pessac,33318,44.780205,-0.651826,,33318,1 Rue de Monterey 33600 Pessac,TRUE,duplicate_coords,none,none,6139164.990678,6136683.288091,FALSE,FALSE
0053318668,53318668,SCEA CHATEAU HAUT GAUSSENS,SCEA CHATEAU HAUT GAUSSENS,42987901800019,,LD  LES GAUSSENS,,33240,33542,Vérac,Vérac,243301397,CC du Fronsadais,-0.337406,44.994928,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053318668,severe,grand,864.50662,0.471186,street,Route des Gaussens 33240 Vérac,33542,44.98731,-0.33521,,,,TRUE,duplicate_coords,none,none,6118044.496873,6117493.189273,FALSE,FALSE
0005208906,5208906,AQUITAINE VEHICULES INDUSTRIELS,AQUITAINE VEHICULES INDUSTRIELS,30946788400073,Zac de Fieuzal,,,33520,33075,Bruges,Bruges,243300316,Bordeaux Métropole,-0.598348,44.885062,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208906,suspicious,petit,332.588473,0.7,street,"[OPENCAGE] Rue de Fieuzal, 33520 Bruges, France",,44.885647,-0.594208,,33075,8 Chemin de Bacchus 33520 Bruges,TRUE,duplicate_coords,none,none,6136642.115488,6136293.035897,FALSE,FALSE
0053324941,53324941,FRUIDOR,FRUIDOR,56208974800254,MIN de Brienne,quai de paludate,,33000,33063,Bordeaux,Bordeaux,243300316,Bordeaux Métropole,-0.571086,44.852911,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053324941,address_unresolvable_commune_ok,petit,2082.16483,0.337905,street,Quai de la Grave 33000 Bordeaux,33063,44.834842,-0.564155,,33063,4 Rue Minvielle 33000 Bordeaux,TRUE,duplicate_coords,none,none,6132686.907575,6131226.169054,FALSE,FALSE
0053321067,53321067,GAEC RECONNU CHATEAU DES PEYRICHONS,GAEC RECONNU CHATEAU DES PEYRICHONS,38475385100011,LD LES PEYRICHONS,,,33220,33354,Riocaud,Riocaud,243301371,CC du Pays Foyen,0.203195,44.749408,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053321067,severe,grand,688.919778,0.405147,street,Route des Perichons 33220 Riocaud,33354,44.754204,0.197672,,33354,43 Grand Sarrazin 33220 Riocaud,TRUE,,none,none,6057754.351767,6058476.2895,FALSE,FALSE
0100002096,100002096,Société Départementale des Carrières,Société Départementale des Carrières,69198036100089,193 avenue Marcel Dassault,,,33700,33281,Mérignac,Mérignac,243300316,Bordeaux Métropole,-0.734694,44.844765,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100002096,minor,petit,67.809641,0.975495,housenumber,193 Avenue Marcel Dassault 33700 Mérignac,33281,44.84416,-0.734586,,33281,193 Avenue Marcel Dassault 33700 Mérignac,TRUE,,none,none,6147181.843968,6147144.259875,FALSE,FALSE
0005212741,5212741,BORDEAUX METROPOLE,BORDEAUX METROPOLE — Ambarès-et-Lagrave,24330031600011,Station d'épuration de Sabarèges,Rue de Sabarèges,,33440,33003,Ambarès-et-Lagrave,Ambarès-et-Lagrave,243300316,Bordeaux Métropole,-0.50651,44.927394,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005212741,suspicious,petit,141.333002,0.968754,street,Rue de Sabarèges 33440 Ambarès-et-Lagrave,33003,44.928637,-0.506135,,33003,5 Rue des Pres de Sabarege 33440 Ambarès-et-Lagrave,TRUE,,none,none,6130254.986075,6130278.265915,FALSE,FALSE
0053326697,53326697,GOYON FREDERIC,GOYON FREDERIC,43843488800022,DOMAINE DE TOURELOURE,21 CHE DE LAROCHE,,33370,33554,Yvrac,Yvrac,243301249,CC Les Rives de la Laurence,-0.473594,44.884476,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053326697,suspicious,petit,313.623408,0.550808,street,Chemin de Toureloure 33370 Yvrac,33554,44.882066,-0.471526,,33554,34b Chemin de la Roche 33370 Yvrac,TRUE,,none,none,6125289.982697,6124991.25156,FALSE,FALSE
0005207555,5207555,MAIRIE - Cussac Fort Médoc,MAIRIE - Cussac Fort Médoc,21330146800012,Moulin de Beyron,,,33460,33146,Cussac-Fort-Médoc,Cussac-Fort-Médoc,243301447,CC Médoc Estuaire,-0.731587,45.11384,Autorisation,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207555,severe,grand,1707.741452,0.790975,street,le Moulin de Beyron 33460 Cussac-Fort-Médoc,33146,45.117937,-0.752562,,33146,3c Impasse des Mimosas 33460 Cussac-Fort-Médoc,TRUE,,none,none,6159272.145989,6161364.622432,FALSE,FALSE
0003103877,3103877,EARL VIGNOBLES JEAN MARIE BOULDY,EARL VIGNOBLES JEAN MARIE BOULDY,42085860700013,CHATEAU BELLEGRAVE,,,33500,33328,Pomerol,Pomerol,200070092,CA du Libournais,-0.203123,44.930924,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103877,severe,grand,889.468723,0.4,street,"[OPENCAGE] Rue de Catusseau, 33500 Pomerol, France",,44.923469,-0.207219,,33328,9 Rue de l'Eglise 33500 Pomerol,TRUE,,none,none,6102923.283768,6102948.857889,FALSE,FALSE
0005208531,5208531,TRONEL Armes,TRONEL Armes,44113269300017,311 route de Toulouse,,,33140,33550,Villenave-d'Ornon,Villenave-d'Ornon,243300316,Bordeaux Métropole,-0.559406,44.771824,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208531,very_severe,grand,3658.795071,0.975546,housenumber,311 Route de Toulouse 33140 Villenave-d'Ornon,33550,44.80353,-0.571804,,33550,1 Rue du Maréchal Lyautey 33140 Villenave-d'Ornon,TRUE,duplicate_coords,none,none,6127897.290204,6130481.190525,FALSE,FALSE
0003100057,3100057,EARL VIGNOBLES DARRICARRERE,EARL VIGNOBLES DARRICARRERE — Bourg,80361531900016,LIEU DIT RIDEL,,,33710,33067,Bourg,Bourg,243301223,CC du Grand Cubzaguais,-0.512066,45.031467,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003100057,address_unresolvable_isolated,grand,430.984975,0.3,street,"[OPENCAGE] Chemin de Ridel, 33710 Tauriac, France",,45.035206,-0.513511,,,,TRUE,,none,none,6135560.238264,6135863.871395,FALSE,FALSE
0005203501,5203501,SIBELCO FRANCE,"SIBELCO FRANCE — Belin-Béliet — Ballion-sud, Le Gouil Peyruc, Litche-sud",68200032800240,"Ballion-sud, Le Gouil Peyruc, Litche-sud",,,33830,33042,Belin-Béliet,Belin-Béliet,243301405,CC du Val de l'Eyre,-0.751267,44.519288,Autorisation,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005203501,very_severe,grand,12297.05014,0.4,street,"[OPENCAGE] Chemin de la Limite, 33830 Belin-Béliet, France",,44.423585,-0.828926,,,,TRUE,,none,none,6133793.59804,6136515.107694,FALSE,FALSE
0005200999,5200999,LAFARGE BETON SUD-OUEST SAS,LAFARGE BETON SUD-OUEST SAS,46620326200012,Le Galus Nord,Impasse Félix Nadar,,33689,33281,Mérignac,Mérignac,243300316,Bordeaux Métropole,-0.674215,44.847344,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200999,suspicious,petit,437.568975,0.5,street,"[OPENCAGE] Rue du Galus, 33700 Mérignac, France",,44.844996,-0.678669,,33281,10bis Allée Félix Nadar 33700 Mérignac,TRUE,,none,none,6141801.507443,6142098.538628,FALSE,FALSE
0053326552,53326552,EARL BERARD,EARL BERARD,33350114600018,,BERARD,,33760,33523,Targon,Targon,200069599,CC Rurales de l'Entre-Deux-Mers,-0.257182,44.739996,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053326552,address_unresolvable_commune_ok,petit,11.15174,0.342146,street,Chemin de Bérard 33760 Targon,33523,44.739898,-0.257152,,33523,Chemin de Bérard 33760 Targon,TRUE,,none,none,6098995.368729,6098988.126106,FALSE,FALSE
0053326595,53326595,EARL VIGNOBLES STEPHAN MOTUT,EARL VIGNOBLES STEPHAN MOTUT,41374854200011,CHATEAU REIGNAC DE TIZAC,,,33240,33415,Saint-Gervais,Saint-Gervais,243301223,CC du Grand Cubzaguais,-0.450642,45.0175,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053326595,minor,petit,33.063894,0.589181,street,Château Reignac 33240 Saint-Gervais,33415,45.017629,-0.451021,,33415,Tizac 33240 Saint-Gervais,TRUE,,none,none,6129347.2544,6129387.563539,FALSE,FALSE
0005213526,5213526,SARL CHATEAU PEBY-FAUGERES,SARL CHATEAU PEBY-FAUGERES,52913370400013,,,,33330,33396,Saint-Étienne-de-Lisse,Saint-Étienne-de-Lisse,200035533,CC du Grand Saint Emilionnais,-0.094331,44.880936,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005213526,address_imprecise,grand,39.067132,0.7,locality,"[OPENCAGE] 33330 Saint-Étienne-de-Lisse, France",,44.880728,-0.09473,,33396,277 Route de Puyblanquet 33330 Saint-Étienne-de-Lisse,TRUE,,none,none,6090761.52815,6090788.015872,FALSE,FALSE
0053324991,53324991,PERROT KASSANDRA,PERROT KASSANDRA,53205833600019,8 JOFFRET,,,33133,33179,Galgon,Galgon,243301397,CC du Fronsadais,-0.275213,44.98973,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053324991,severe,grand,746.241242,0.722229,street,Joffret 33133 Galgon,33179,44.987067,-0.266503,,33179,17 Rue de l’Abbe David 33133 Galgon,TRUE,,none,none,6112172.357373,6111260.55024,FALSE,FALSE
0003100791,3100791,CANTILLAC JEAN PIERRE - ISDI,CANTILLAC JEAN PIERRE — ISDI,41274402100012,Chemin des Carmes,,,33370,33330,Pompignac,Pompignac,243301355,CC les Coteaux Bordelais,-0.429289,44.852527,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003100791,severe,grand,636.775363,0.956321,street,Chemin des Carmes 33370 Pompignac,33330,44.85029,-0.421853,,33330,12 Route de la Poste 33370 Pompignac,TRUE,,none,none,6119797.253354,6119019.46815,FALSE,FALSE
0005207295,5207295,VEOLIA PROPRETE,VEOLIA PROPRETE,46420237300104,La Rafette,,,33450,33433,Saint-Loubès,Saint-Loubès,243301249,CC Les Rives de la Laurence,-0.451637,44.928545,Autorisation,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207295,suspicious,petit,345.778088,0.954835,street,La Rafette 33450 Saint-Loubès,33433,44.926188,-0.448772,,33433,505 La Rafette 33450 Saint-Loubès,TRUE,,none,none,6125330.442472,6124961.858691,FALSE,FALSE
0005200782,5200782,CASTAGNE FRERES & Cie,CASTAGNE FRERES & Cie,78186395600012,Choudet,1 Tuilerie,,33840,33095,Captieux,Captieux,200043982,CC du Bazadais,-0.255189,44.302778,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200782,minor,petit,82.664525,0.400367,street,Lieu Dit Choudet 33840 Captieux,33095,44.302749,-0.256227,,33095,90a Lieu Dit Choudet 33840 Captieux,TRUE,,none,none,6078705.839615,6078798.956032,FALSE,FALSE
0053317650,53317650,EARL JULLION,EARL JULLION,37954974400017,,Beauséjour,,33390,33047,Berson,Berson,200023794,CC de Blaye,-0.54812,45.123987,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053317650,minor,petit,30.309219,0.488706,street,Lieu Dit Beausejour 33390 Berson,33047,45.124257,-0.548173,,33047,117 Lieu Dit Beausejour 33390 Berson,TRUE,,none,none,6143101.587968,6143118.866933,FALSE,FALSE
0003105231,3105231,M et Mme SAINT-AUBIN Dylan et Valérie,M et Mme SAINT-AUBIN Dylan et Valérie,79811043300017,19 Dauzanet,,,33760,33258,Lugasson,Lugasson,200069599,CC Rurales de l'Entre-Deux-Mers,-0.158227,44.758171,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003105231,severe,grand,996.820544,0.434139,street,Route de Dauzanet 33760 Lugasson,33258,44.750726,-0.165259,,33258,975 Route des Carrières 33760 Lugasson,TRUE,duplicate_coords,none,none,6090864.551277,6091157.656833,FALSE,FALSE
0053318281,53318281,MAISON LE STAR VIGNOBLES & CHATEAUX,MAISON LE STAR VIGNOBLES & CHATEAUX,59725050500034,ZAE de L'Arbalestrier,BP43,,33220,33324,Pineuilh,Pineuilh,243301371,CC du Pays Foyen,0.239564,44.839858,Enregistrement,Non Seveso,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053318281,suspicious,petit,132.313352,0.63815,street,L'Arbalestrier 33220 Pineuilh,33324,44.840869,0.238679,,33324,7 Rue des Freres Lumiere 33220 Pineuilh,TRUE,,none,none,6058676.305667,6058803.266408,FALSE,FALSE
0005213303,5213303,EARL VIGNOBLE LAFOI,EARL VIGNOBLE LAFOI,33808287800020,168 RUE DE LA CROIX DE LAMBERT,,,33910,33387,Saint-Ciers-d'Abzac,Saint-Ciers-d'Abzac,200070092,CA du Libournais,-0.282777,45.022372,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005213303,minor,petit,38.249672,0.95031,housenumber,168 Rue de la Croix de Lambert 33910 Saint-Ciers-d'Abzac,33387,45.02207,-0.282544,,33387,168 Rue de la Croix de Lambert 33910 Saint-Ciers-d'Abzac,TRUE,,none,none,6114368.717575,6114333.639785,FALSE,FALSE
0005212442,5212442,B.A TP,B.A TP,82500722200011,8 Lieu dit Le Caud,,,33390,33047,Berson,Berson,200023794,CC de Blaye,-0.576315,45.116344,Non ICPE,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005212442,severe,grand,1764.565588,0.950861,housenumber,8 Lieu Dit le Caud 33390 Berson,33047,45.11046,-0.555431,,,,TRUE,,none,none,6145304.038823,6143139.256706,FALSE,FALSE
0005200868,5200868,SIRECH HOSTIER,SIRECH HOSTIER,45520004800029,Zone Industrielle,,,33360,33234,Latresne,Latresne,243301439,CC des Portes de l'Entre-Deux-Mers,-0.495614,44.791104,Autres régimes,,false,false,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200868,severe,grand,1717.088341,0.523505,street,Zone Industrielle des Augustins 33360 Latresne,33234,44.799978,-0.513423,,33234,2bis Route de Brun 33360 Latresne,TRUE,,none,none,6122988.742941,6125014.450557,FALSE,FALSE
0005200420,5200420,SMURFIT WESTROCK  CELLULOSE DU PIN,SMURFIT WESTROCK  CELLULOSE DU PIN,57214219800033,Usine de Facture,Allée des Fougères,,33380,33051,Biganos,Biganos,243301504,CA du Bassin d'Arcachon Nord (COBAN),-0.976164,44.628814,Autorisation,Non Seveso,true,true,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200420,suspicious,petit,104.596773,0.952822,street,Allee des Fougeres 33380 Biganos,33051,44.629629,-0.976824,,33051,3 Allee des Fougeres 33380 Biganos,TRUE,,none,none,6159302.52318,6159399.891404,FALSE,FALSE
